"Vaccine","Geography Type","Geography","Survey Year/Influenza Season","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Tdap","States","Missouri","2018","Age",">=18 Years","79.8","76.6 to 82.8","861"
"Tdap","States","Missouri","2017","Age",">=18 Years","79.8","76.7 to 82.6","1017"
"Tdap","States","Missouri","2016","Age","18-24 Years","77.4","70.7 to 83.2","258"
"Tdap","States","Missouri","2017","Age","18-24 Years","77.0","69.7 to 83.3","230"
"Tdap","States","Missouri","2015","Age","18-24 Years","60.3","53.2 to 67.1","259"
"Tdap","States","Missouri","2014","Age","18-24 Years","51.2","44.1 to 58.3","284"
"Tdap","States","Missouri","2013","Age","18-24 Years","25.4","19.5 to 32.0","267"
"Tdap","States","Missouri","2012","Age","18-24 Years","18.3","12.7 to 25.1","222"
"Tdap","States","Missouri","2020","Age","18-24 Years","78.8","71.1 to 85.2","191"
"Tdap","States","Missouri","2012","Age","25-34 Years","10.8","7.6 to 14.8","393"
"Tdap","States","Missouri","2019","Age","18-24 Years","81.2","74.7 to 86.6","279"
"Tdap","States","Missouri","2018","Age","18-24 Years","81.2","74.4 to 86.9","209"
"Tdap","States","Missouri","2016","Race and Ethnicity","White, Non-Hispanic","73.8","70.0 to 77.4","737"
"Tdap","States","Missouri","2017","Race and Ethnicity","White, Non-Hispanic","81.1","77.6 to 84.2","764"
"Tdap","States","Missouri","2015","Race and Ethnicity","White, Non-Hispanic","60.3","56.3 to 64.2","774"
"Tdap","States","Missouri","2014","Race and Ethnicity","White, Non-Hispanic","49.2","45.2 to 53.2","782"
"Tdap","States","Missouri","2013","Race and Ethnicity","White, Non-Hispanic","26.2","22.8 to 29.9","761"
"Tdap","States","Missouri","2012","Race and Ethnicity","White, Non-Hispanic","13.6","10.5 to 17.2","535"
"Tdap","States","Missouri","2020","Race and Ethnicity","Hispanic","81.6","65.1 to 92.6","41"
"Tdap","States","Missouri","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","53"
"Tdap","States","Missouri","2012","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","33"
"Tdap","States","Missouri","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","74.3","60.2 to 85.5","60"
"Tdap","States","Missouri","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","62.7","47.6 to 76.2","59"
"Tdap","States","Missouri","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","51"
"Tdap","States","Missouri","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","80.1","68.1 to 89.1","96"
"Tdap","States","Missouri","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","77.4","62.0 to 88.8","59"
"Tdap","States","Missouri","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","85.1","71.6 to 93.8","53"
"Tdap","States","Missouri","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","76.0","62.2 to 86.7","70"
"Tdap","States","Missouri","2020","Race and Ethnicity","Black, Non-Hispanic","81.1","71.7 to 88.5","130"
"Tdap","States","Missouri","2015","Race and Ethnicity","Black, Non-Hispanic","45.3","34.1 to 56.9","122"
"Tdap","States","Missouri","2019","Race and Ethnicity","Black, Non-Hispanic","84.3","77.3 to 89.8","243"
"Tdap","States","Missouri","2015","Race and Ethnicity","Hispanic","NR*","NR*","32"
"Tdap","States","Missouri","2014","Race and Ethnicity","Hispanic","NR*","NR*",
"Tdap","States","Missouri","2013","Race and Ethnicity","Hispanic","NR*","NR*","39"
"Tdap","States","Missouri","2012","Race and Ethnicity","Hispanic","NR*","NR*",
"Tdap","States","Missouri","2019","Race and Ethnicity","Hispanic","85.1","69.0 to 94.8","52"
"Tdap","States","Missouri","2018","Race and Ethnicity","Hispanic","84.9","67.5 to 95.2","43"
"Tdap","States","Missouri","2016","Race and Ethnicity","Hispanic","NR*","NR*","55"
"Tdap","States","Missouri","2017","Race and Ethnicity","Hispanic","NR*","NR*","37"
"Tdap","States","Missouri","2013","Age",">=18 Years","26.4","23.3 to 29.7","981"
"Tdap","States","Missouri","2012","Age",">=18 Years","14.0","11.2 to 17.2","688"
"Tdap","States","Missouri","2016","Age",">=18 Years","73.5","70.2 to 76.6","981"
"Tdap","States","Missouri","2015","Age",">=18 Years","57.7","54.1 to 61.3","988"
"Tdap","States","Missouri","2014","Age",">=18 Years","49.1","45.5 to 52.7","1002"
"Tdap","States","Missouri","2018","Race and Ethnicity","Black, Non-Hispanic","75.1","64.3 to 84.0","123"
"Tdap","States","Missouri","2017","Race and Ethnicity","Black, Non-Hispanic","78.0","68.3 to 85.9","146"
"Tdap","States","Missouri","2020","Age",">=35 Years","83.4","75.9 to 89.3","155"
"Tdap","States","Missouri","2012","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","93"
"Tdap","States","Missouri","2015","Age",">=35 Years","53.4","42.6 to 64.0","119"
"Tdap","States","Missouri","2016","Race and Ethnicity","Black, Non-Hispanic","76.2","66.2 to 84.5","128"
"Tdap","States","Missouri","2013","Race and Ethnicity","Black, Non-Hispanic","29.0","19.8 to 39.7","128"
"Tdap","States","Missouri","2014","Race and Ethnicity","Black, Non-Hispanic","48.1","37.8 to 58.5","148"
"Tdap","States","Missouri","2019","Age",">=35 Years","80.4","72.9 to 86.6","258"
"Tdap","States","Missouri","2018","Age",">=35 Years","75.6","65.5 to 84.0","119"
"Tdap","States","Missouri","2016","Age",">=35 Years","64.8","54.3 to 74.4","134"
"Tdap","States","Missouri","2017","Age",">=35 Years","75.1","66.0 to 82.8","151"
"Tdap","States","Missouri","2019","Age","25-34 Years","83.9","80.7 to 86.8","956"
"Tdap","States","Missouri","2020","Age","25-34 Years","78.6","74.4 to 82.4","542"
"Tdap","States","Missouri","2013","Age",">=35 Years","25.7","17.3 to 35.7","126"
"Tdap","States","Missouri","2014","Age",">=35 Years","40.5","30.8 to 50.8","127"
"Tdap","States","Missouri","2012","Age",">=35 Years","17.7","9.0 to 29.8","73"
"Tdap","States","Missouri","2015","Age","25-34 Years","57.2","52.6 to 61.7","610"
"Tdap","States","Missouri","2018","Age","25-34 Years","80.0","75.9 to 83.7","533"
"Tdap","States","Missouri","2017","Age","25-34 Years","81.9","78.1 to 85.3","636"
"Tdap","States","Missouri","2016","Age","25-34 Years","73.4","69.1 to 77.4","589"
"Tdap","States","Missouri","2014","Age","25-34 Years","49.8","45.2 to 54.4","591"
"Tdap","States","Missouri","2013","Age","25-34 Years","27.0","23.0 to 31.2","588"
"Influenza","States","Missouri","2022","Race and Ethnicity","White, Non-Hispanic","53.9","49.3 to 58.5","584"
"Influenza","States","Missouri","2022","Race and Ethnicity","Black, Non-Hispanic","48.6","36.4 to 61.0","115"
"Influenza","States","Missouri","2022","Race and Ethnicity","Hispanic","NR*","NR*","54"
"Influenza","States","Missouri","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","58"
"Tdap","States","Missouri","2022","Race and Ethnicity","White, Non-Hispanic","76.0","71.8 to 79.8","562"
"Tdap","States","Missouri","2022","Race and Ethnicity","Black, Non-Hispanic","63.9","51.2 to 75.3","112"
"Tdap","States","Missouri","2022","Race and Ethnicity","Hispanic","90.0","77.5 to 96.9","51"
"Tdap","States","Missouri","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","81.4","67.4 to 91.2","59"
"Influenza","States","Missouri","2022","Age","18-24 Years","43.8","35.5 to 52.3","187"
"Influenza","States","Missouri","2022","Age","25-34 Years","58.0","52.9 to 63.0","493"
"Tdap","States","Missouri","2022","Age","18-24 Years","68.0","59.5 to 75.7","171"
"Tdap","States","Missouri","2022","Age","25-34 Years","78.0","73.4 to 82.1","483"
"Influenza","States","Missouri","2022","Age",">=18 Years","54.1","50.1 to 58.1","813"
"Influenza","States","Missouri","2022","Age",">=35 Years","57.0","46.9 to 66.7","133"
"Tdap","States","Missouri","2022","Age",">=18 Years","75.7","72.1 to 79.1","786"
"Tdap","States","Missouri","2022","Age",">=35 Years","79.7","70.7 to 86.9","132"
"Influenza","States","Illinois","2012","Age",">=18 Years","49.1","45.7 to 52.5","1037"
"Influenza","States","Illinois","2012","Age","18-24 Years","42.5","35.3 to 50.0","235"
"Influenza","States","Illinois","2020","Age",">=18 Years","65.1","62.0 to 68.1","1188"
"Influenza","States","Illinois","2020","Age",">=35 Years","72.1","65.5 to 78.1","264"
"Influenza","States","Illinois","2012","Age","25-34 Years","48.5","44.1 to 52.9","606"
"Influenza","States","Illinois","2012","Age",">=35 Years","60.0","52.2 to 67.5","196"
"Influenza","States","Illinois","2020","Age","25-34 Years","67.2","63.2 to 71.0","710"
"Influenza","States","Illinois","2020","Age","18-24 Years","50.3","42.6 to 57.9","214"
"Influenza","States","Illinois","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","83.9","73.6 to 91.4","98"
"Influenza","States","Illinois","2020","Race and Ethnicity","Hispanic","67.2","60.0 to 73.8","230"
"Influenza","States","Illinois","2020","Race and Ethnicity","Black, Non-Hispanic","36.2","28.6 to 44.4","197"
"Influenza","States","Illinois","2012","Race and Ethnicity","Black, Non-Hispanic","37.5","27.3 to 48.6","115"
"Influenza","States","Illinois","2012","Race and Ethnicity","Hispanic","47.7","40.9 to 54.5","251"
"Influenza","States","Illinois","2020","Race and Ethnicity","White, Non-Hispanic","70.0","65.9 to 73.8","659"
"Influenza","States","Illinois","2012","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","51.1","39.1 to 63.1","91"
"Influenza","States","Illinois","2012","Race and Ethnicity","White, Non-Hispanic","52.2","47.8 to 56.6","578"
"Influenza","States","Minnesota","2019","Age",">=18 Years","70.0","66.3 to 73.5","1039"
"Influenza","States","Minnesota","2019","Age","18-24 Years","63.3","53.1 to 72.7","206"
"Influenza","States","Minnesota","2019","Age","25-34 Years","73.5","69.1 to 77.6","635"
"Influenza","States","Minnesota","2019","Age",">=35 Years","66.0","57.1 to 74.1","198"
"Influenza","States","Minnesota","2019","Race and Ethnicity","White, Non-Hispanic","71.4","67.0 to 75.5","537"
"Influenza","States","Minnesota","2019","Race and Ethnicity","Black, Non-Hispanic","36.9","27.1 to 47.6","146"
"Influenza","States","Minnesota","2019","Race and Ethnicity","Hispanic","76.0","61.0 to 87.4","63"
"Influenza","States","Minnesota","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","72.4","62.8 to 80.7","291"
"Influenza","States","Minnesota","2018","Age",">=18 Years","69.8","66.7 to 72.8","1245"
"Influenza","States","Minnesota","2018","Age","18-24 Years","52.8","43.4 to 62.1","195"
"Influenza","States","Minnesota","2018","Age","25-34 Years","71.5","67.7 to 75.1","803"
"Influenza","States","Minnesota","2018","Age",">=35 Years","75.0","68.4 to 80.8","247"
"Influenza","States","Minnesota","2018","Race and Ethnicity","White, Non-Hispanic","71.4","67.8 to 74.8","723"
"Influenza","States","Minnesota","2018","Race and Ethnicity","Black, Non-Hispanic","47.2","37.0 to 57.5","131"
"Influenza","States","Minnesota","2018","Race and Ethnicity","Hispanic","NR*","NR*","56"
"Influenza","States","Minnesota","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.9","61.5 to 77.4","334"
"Influenza","States","Minnesota","2021","Race and Ethnicity","White, Non-Hispanic","68.1","61.0 to 74.6","242"
"Influenza","States","Minnesota","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","101"
"Influenza","States","Minnesota","2021","Race and Ethnicity","Hispanic","NR*","NR*","37"
"Influenza","States","Minnesota","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","67.8","52.8 to 80.5","228"
"Tdap","States","Minnesota","2021","Race and Ethnicity","White, Non-Hispanic","84.4","78.4 to 89.2","235"
"Tdap","States","Minnesota","2021","Race and Ethnicity","Black, Non-Hispanic","72.8","59.4 to 83.7","91"
"Tdap","States","Minnesota","2021","Race and Ethnicity","Hispanic","99.6","88.0 to 100.0","31"
"Tdap","States","Minnesota","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","93.9","89.8 to 96.7","211"
"Influenza","States","Minnesota","2013","Race and Ethnicity","Hispanic","76.8","62.8 to 87.5","64"
"Influenza","States","Minnesota","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","61.2","51.7 to 70.1","317"
"Influenza","States","Minnesota","2021","Age",">=18 Years","69.1","63.5 to 74.3","609"
"Influenza","States","Minnesota","2021","Age","18-24 Years","NR*","NR*","110"
"Influenza","States","Minnesota","2021","Age","25-34 Years","71.1","63.7 to 77.7","369"
"Influenza","States","Minnesota","2021","Age",">=35 Years","70.4","59.1 to 80.1","130"
"Tdap","States","Minnesota","2021","Age",">=18 Years","85.7","81.1 to 89.5","569"
"Tdap","States","Minnesota","2021","Age","18-24 Years","79.4","62.7 to 91.0","100"
"Tdap","States","Minnesota","2021","Age","25-34 Years","87.3","81.3 to 92.0","346"
"Tdap","States","Minnesota","2021","Age",">=35 Years","84.7","75.3 to 91.5","123"
"Influenza","States","Minnesota","2013","Age",">=18 Years","69.6","66.5 to 72.5","1287"
"Influenza","States","Minnesota","2013","Race and Ethnicity","Black, Non-Hispanic","71.1","61.6 to 79.4","119"
"Influenza","States","Minnesota","2013","Age","18-24 Years","60.0","52.0 to 67.6","268"
"Influenza","States","Minnesota","2013","Age","25-34 Years","72.1","68.3 to 75.6","798"
"Influenza","States","Minnesota","2013","Age",">=35 Years","71.0","63.9 to 77.4","221"
"Influenza","States","Minnesota","2013","Race and Ethnicity","White, Non-Hispanic","70.4","66.9 to 73.7","782"
"Influenza","States","Oregon","2018","Age",">=18 Years","68.8","64.8 to 72.6","1553"
"Influenza","States","Oregon","2018","Age","18-24 Years","59.9","49.6 to 69.6","300"
"Influenza","States","Oregon","2018","Age","25-34 Years","68.3","63.2 to 73.1","953"
"Influenza","States","Oregon","2018","Age",">=35 Years","78.7","70.7 to 85.4","300"
"Influenza","States","Oregon","2018","Race and Ethnicity","White, Non-Hispanic","67.3","61.4 to 72.8","314"
"Influenza","States","Oregon","2018","Race and Ethnicity","Black, Non-Hispanic","68.9","60.4 to 76.6","135"
"Influenza","States","Oregon","2018","Race and Ethnicity","Hispanic","68.9","64.3 to 73.3","443"
"Influenza","States","Oregon","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","76.3","71.8 to 80.4","659"
"Influenza","States","Oregon","2019","Age",">=18 Years","67.2","64.1 to 70.2","2357"
"Influenza","States","Oregon","2019","Age","18-24 Years","65.1","57.1 to 72.6","504"
"Influenza","States","Oregon","2019","Age","25-34 Years","65.9","61.8 to 69.8","1354"
"Influenza","States","Oregon","2019","Age",">=35 Years","72.6","66.0 to 78.6","499"
"Influenza","States","Oregon","2019","Race and Ethnicity","White, Non-Hispanic","65.0","60.4 to 69.4","466"
"Influenza","States","Oregon","2019","Race and Ethnicity","Black, Non-Hispanic","60.6","53.7 to 67.2","211"
"Influenza","States","Oregon","2019","Race and Ethnicity","Hispanic","72.3","68.6 to 75.8","646"
"Influenza","States","Oregon","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","71.9","68.2 to 75.3","1033"
"Influenza","States","Oregon","2021","Age",">=18 Years","61.4","57.8 to 64.9","1804"
"Influenza","States","Oregon","2021","Age","18-24 Years","46.5","37.7 to 55.5","313"
"Influenza","States","Oregon","2021","Age","25-34 Years","62.0","57.2 to 66.6","1049"
"Influenza","States","Oregon","2021","Age",">=35 Years","70.7","64.0 to 76.8","442"
"Influenza","States","Oregon","2015","Age",">=18 Years","63.7","59.7 to 67.5","1385"
"Influenza","States","Oregon","2021","Race and Ethnicity","White, Non-Hispanic","61.0","55.7 to 66.1","379"
"Influenza","States","Oregon","2021","Race and Ethnicity","Black, Non-Hispanic","56.5","48.7 to 64.1","170"
"Influenza","States","Oregon","2021","Race and Ethnicity","Hispanic","58.4","53.8 to 62.9","520"
"Influenza","States","Oregon","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","68.8","63.4 to 73.9","732"
"Influenza","States","Oregon","2013","Race and Ethnicity","Hispanic","65.2","60.3 to 69.9","412"
"Influenza","States","Oregon","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","66.2","60.8 to 71.3","531"
"Influenza","States","Oregon","2013","Race and Ethnicity","White, Non-Hispanic","56.7","51.4 to 61.9","364"
"Influenza","States","Oregon","2013","Race and Ethnicity","Black, Non-Hispanic","56.6","47.5 to 65.4","127"
"Influenza","States","Oregon","2013","Age",">=35 Years","61.5","52.4 to 70.1","277"
"Influenza","States","Oregon","2013","Age",">=18 Years","59.3","55.5 to 63.0","1434"
"Influenza","States","Oregon","2013","Age","18-24 Years","54.3","46.2 to 62.3","334"
"Influenza","States","Oregon","2013","Age","25-34 Years","60.6","55.6 to 65.5","823"
"Influenza","States","Oregon","2015","Age","18-24 Years","58.5","48.9 to 67.7","275"
"Influenza","States","Oregon","2015","Age","25-34 Years","64.2","59.2 to 69.0","851"
"Influenza","States","Oregon","2015","Age",">=35 Years","67.1","57.5 to 75.8","259"
"Influenza","States","Oregon","2015","Race and Ethnicity","White, Non-Hispanic","61.1","55.5 to 66.5","332"
"Influenza","States","Oregon","2015","Race and Ethnicity","Black, Non-Hispanic","62.5","53.2 to 71.1","121"
"Influenza","States","Oregon","2015","Race and Ethnicity","Hispanic","68.0","63.0 to 72.7","393"
"Influenza","States","Oregon","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","73.6","69.6 to 77.3","539"
"Influenza","States","Oregon","2020","Age",">=18 Years","67.1","63.3 to 70.7","1603"
"Influenza","States","Oregon","2012","Age","18-24 Years","50.0","38.5 to 61.5","171"
"Influenza","States","Oregon","2012","Age",">=18 Years","54.3","48.9 to 59.6","712"
"Influenza","States","Oregon","2020","Race and Ethnicity","Hispanic","69.6","65.0 to 73.9","448"
"Influenza","States","Oregon","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","68.6","62.9 to 73.9","676"
"Influenza","States","Oregon","2012","Race and Ethnicity","White, Non-Hispanic","55.3","47.8 to 62.7","188"
"Influenza","States","Oregon","2012","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","52.4","43.2 to 61.5","267"
"Influenza","States","Oregon","2020","Race and Ethnicity","White, Non-Hispanic","66.4","60.9 to 71.6","320"
"Influenza","States","Oregon","2012","Age",">=35 Years","57.9","44.8 to 70.2","131"
"Influenza","States","Oregon","2012","Age","25-34 Years","54.7","47.6 to 61.7","410"
"Influenza","States","Oregon","2020","Age",">=35 Years","76.4","68.3 to 83.3","339"
